Unnamed: 0,Nº Patrimônio,Produto,Descrição,Valor,Cód. Projeto,Projeto,Gestor,Coordenador,Situação,NF,Data Emissão da Nota,Data do Termo de Doação,Nº Termo de Doação
,2999.0,Impressora 3D,IMPRESSORA SETHI 3D S3,11930.0,73.0,IFAM 2021-020 - Espaço 4.0 - Itacoatiara (11279-8),Ana Carolina Góes Martins,Antônio Marcos Lima Xavier,Doado,910.0,2022-12-12,2025-12-10,Termo de doação Contrato nº 002-2025
,3000.0,Armário com prateleira,ARMÁRIO MDF 15MM CINZA 0.90X1.85X0.45M 02-PORTAS 03-PRAT. INT,900.0,73.0,IFAM 2021-020 - Espaço 4.0 - Itacoatiara (11279-8),Ana Carolina Góes Martins,Antônio Marcos Lima Xavier,Doado,2166.0,2022-10-26,2025-12-10,Termo de doação Contrato nº 002-2025
,3001.0,Armário com prateleira,ARMARIO MDF 15MM CINZA 0.90X1.85X0.45M 02-PORTAS 03-PRAT. INT,900.0,73.0,IFAM 2021-020 - Espaço 4.0 - Itacoatiara (11279-8),Ana Carolina Góes Martins,Antônio Marcos Lima Xavier,Doado,2166.0,2022-10-26,2025-12-10,Termo de doação Contrato nº 002-2025
,3002.0,Armário com prateleira,ARMARIO MDF 15MM CINZA 0.90X1.85X0.45M 02-PORTAS 03-PRAT. INT,900.0,73.0,IFAM 2021-020 - Espaço 4.0 - Itacoatiara (11279-8),Ana Carolina Góes Martins,Antônio Marcos Lima Xavier,Doado,2166.0,2022-10-26,2025-12-10,Termo de doação Contrato nº 002-2025
,3003.0,Armário com prateleira,ARMARIO MDF 15MM CINZA 0.90X1.85X0.45M 02-PORTAS 03-PRAT. INT,900.0,73.0,IFAM 2021-020 - Espaço 4.0 - Itacoatiara (11279-8),Ana Carolina Góes Martins,Antônio Marcos Lima Xavier,Doado,2166.0,2022-10-26,2025-12-10,Termo de doação Contrato nº 002-2025
,3004.0,Computador PC,"DESKTOP DELL XPS 8950 - Core i7-12700, 16 GB, SSD 512GB + HD de 1TB RTX? 3060, 12GB GDDR6 + Monitor 23.8 Dell P2422H",15297.0,73.0,IFAM 2021-020 - Espaço 4.0 - Itacoatiara (11279-8),Ana Carolina Góes Martins,Antônio Marcos Lima Xavier,Doado,1010.0,2022-10-10,2025-12-10,Termo de doação Contrato nº 002-2025
,3005.0,Nobreak,NOBREAK APC BACK-UPS 1200VA 600W (ENTRADA BIVOLT/SAIDA 115V) COM 8 TOMADAS,999.0,73.0,IFAM 2021-020 - Espaço 4.0 - Itacoatiara (11279-8),Ana Carolina Góes Martins,Antônio Marcos Lima Xavier,Doado,1010.0,2022-10-10,2025-12-10,Termo de doação Contrato nº 002-2025
,3006.0,Hub,SMART HOME ECHO DOT 4G ALEXA SPEAKER PRETO B084DWCZY6898,898.5,73.0,IFAM 2021-020 - Espaço 4.0 - Itacoatiara (11279-8),Ana Carolina Góes Martins,Antônio Marcos Lima Xavier,Doado,910.0,2022-12-12,2025-12-10,Termo de doação Contrato nº 002-2025
,3007.0,Tablet,"Apple iPad Mini 8,3 Wi-Fi 256GB Cinza",8225.0,73.0,IFAM 2021-020 - Espaço 4.0 - Itacoatiara (11279-8),Ana Carolina Góes Martins,Antônio Marcos Lima Xavier,Doado,910.0,2022-12-12,2025-12-10,Termo de doação Contrato nº 002-2025
,3008.0,Rack,MINI RACK DESMONTÁVEL 12U 570MM - MRD 1257,728.0,73.0,IFAM 2021-020 - Espaço 4.0 - Itacoatiara (11279-8),Ana Carolina Góes Martins,Antônio Marcos Lima Xavier,Doado,1010.0,2022-10-10,2025-12-10,Termo de doação Contrato nº 002-2025
,3009.0,Switch,SWITCH 24P FAST Q OS SF2400QR - INTELBRAS,366.0,73.0,IFAM 2021-020 - Espaço 4.0 - Itacoatiara (11279-8),Ana Carolina Góes Martins,Antônio Marcos Lima Xavier,Doado,1010.0,2022-10-10,2025-12-10,Termo de doação Contrato nº 002-2025
,3010.0,Roteador ,ROTEADOR/ACCESS POINT CORPORATIVO AP 1350 AC-S,1330.0,73.0,IFAM 2021-020 - Espaço 4.0 - Itacoatiara (11279-8),Ana Carolina Góes Martins,Antônio Marcos Lima Xavier,Doado,910.0,2022-12-12,2025-12-10,Termo de doação Contrato nº 002-2025
,3011.0,Roteador ,ROTEADOR/ACCESS POINT CORPORATIVO AP 1350 AC-S,1330.0,73.0,IFAM 2021-020 - Espaço 4.0 - Itacoatiara (11279-8),Ana Carolina Góes Martins,Antônio Marcos Lima Xavier,Doado,910.0,2022-12-12,2025-12-10,Termo de doação Contrato nº 002-2025
,3012.0,Roteador ,ROTEADOR/ACCESS POINT CORPORATIVO AP 1350 AC-S,1330.0,73.0,IFAM 2021-020 - Espaço 4.0 - Itacoatiara (11279-8),Ana Carolina Góes Martins,Antônio Marcos Lima Xavier,Doado,910.0,2022-12-12,2025-12-10,Termo de doação Contrato nº 002-2025
,3013.0,Roteador ,"Roteador Wireless
- Padrões Wireless: IEEE 802.11ac/n/g/b/a 
- Suporte ao modo Access Point;
- Antenas externas
- Alimentação por Power over Ethernet (PoE)
- Banda de frequência: 2,4 GHz / 5 GHz
",610.0,73.0,IFAM 2021-020 - Espaço 4.0 - Itacoatiara (11279-8),Ana Carolina Góes Martins,Antônio Marcos Lima Xavier,Doado,910.0,2022-12-12,2025-12-10,Termo de doação Contrato nº 002-2025
,3014.0,Projetor Multimídia,"Projetor
- Tecnologia compatível com Epson Powerlite E2 ou PowerLite U42
- Sistema de projeção: Tecnologia 3LCD de 3 chips
- Modo de projeção: Frontal / traseiro / teto
- Método de projeção: Matriz ativa TFT de polissilício
- Número de pixels: 786,432 dots (1024 x 768) x 3
- Brilho em cores - Saída de luz colorida: 3.400 lumens2
- Brilho em branco - Saída de luz branca: 3.400 lumens2
- Razão de aspecto: 4:3
- Resolução nativa: 1024 x 768 (XGA)
- Redimensionar: 1280 x 800 (WXGA), 1280 x 960 (SXGA2), 1280 x 1024 (SXGA3) 1366 x 768 (WXGA60-3), 1400 x 1050 (SXGA+),1440 x 900 (WXGA+)
- Tipo de lâmpada: 210 W UHE
- Razão de contraste: Até 15 000:1
- Reprodução de cor: Até 1,07 bilhão de cores
- Alcance do Throw-Ratio: 1.44 (Zoom: Wide), 1.95 (Zoom: Tele)
- Distância de projeção/ tamanho da tela: 30"" a 350"" (0,76 a 10,34 m)
- Tipo: Foco Manual
- Número F: 1.44
- Distância Focal: 16.7 mm
- Razão de zoom: Zoom digital: 1.0 – 1.35
- Voltagem: 100 – 240VAC ±10%, 50 / 60Hz AC
- Características: A/V Mute, Congelar, Dividir, Aspecto, Modo de Cor, Automático, Menu MHL, Volume
- Sinal de entrada: NTSC / NTSC4.43 / PAL / M-PAL / N-PAL / PAL60 / SECAM
- Interfaces: 1x USB-B, 1x HDMI, 2x Computador/Componente, 1x 
Vídeo, 1x RS-232c, 1x Saída de Monitor, Áudio 1 & 2, Áudio R & L, 1x Saída de Áudio
- Garantia: 12 meses de garantia",6920.0,73.0,IFAM 2021-020 - Espaço 4.0 - Itacoatiara (11279-8),Ana Carolina Góes Martins,Antônio Marcos Lima Xavier,Doado,910.0,2022-12-12,2025-12-10,Termo de doação Contrato nº 002-2025
,3015.0,Tela de Projeção,TELA DE PROJECAO RETRATIL COM TRIPE 100 BETEC BT4560,1289.0,73.0,IFAM 2021-020 - Espaço 4.0 - Itacoatiara (11279-8),Ana Carolina Góes Martins,Antônio Marcos Lima Xavier,Doado,910.0,2022-12-12,2025-12-10,Termo de doação Contrato nº 002-2025
,3016.0,Câmera Digital,Câmera Digital Canon EOS REBEL T7+ S18-55 IS II BR,5562.23,73.0,IFAM 2021-020 - Espaço 4.0 - Itacoatiara (11279-8),Ana Carolina Góes Martins,Antônio Marcos Lima Xavier,Doado,1010.0,2022-10-10,2025-12-10,Termo de doação Contrato nº 002-2025
,3017.0,Câmera Digital,CAMERA FILM DIGITAL GOPRO HERO 9 BLACK 5K BLACK,3600.0,73.0,IFAM 2021-020 - Espaço 4.0 - Itacoatiara (11279-8),Ana Carolina Góes Martins,Antônio Marcos Lima Xavier,Doado,910.0,2022-12-12,2025-12-10,Termo de doação Contrato nº 002-2025
,3018.0,Microfone,MICROFONE DE LAPELA BOYA BY-M1,185.0,73.0,IFAM 2021-020 - Espaço 4.0 - Itacoatiara (11279-8),Ana Carolina Góes Martins,Antônio Marcos Lima Xavier,Doado,910.0,2022-12-12,2025-12-10,Termo de doação Contrato nº 002-2025
,3019.0,Microfone,MICROFONE DE LAPELA BOYA BY-M1,185.0,73.0,IFAM 2021-020 - Espaço 4.0 - Itacoatiara (11279-8),Ana Carolina Góes Martins,Antônio Marcos Lima Xavier,Doado,910.0,2022-12-12,2025-12-10,Termo de doação Contrato nº 002-2025
,3020.0,Microfone,MICROFONE DE LAPELA BOYA BY-M1,185.0,73.0,IFAM 2021-020 - Espaço 4.0 - Itacoatiara (11279-8),Ana Carolina Góes Martins,Antônio Marcos Lima Xavier,Doado,910.0,2022-12-12,2025-12-10,Termo de doação Contrato nº 002-2025
,3021.0,Sistema de Microfone sem Fio,"Sistema de microfone de lapela sem fio para DLSR, câmeras sem espelho e de vídeo, smartphones, tablets, PCs e mais.",1947.0,73.0,IFAM 2021-020 - Espaço 4.0 - Itacoatiara (11279-8),Ana Carolina Góes Martins,Antônio Marcos Lima Xavier,Doado,1010.0,2022-10-10,2025-12-10,Termo de doação Contrato nº 002-2025
,3022.0,Caixa Amplificada,"Caixa de Som Amplificada Amvox ACA 550 Strondo II, Bluetooth, Bateria, 550W RMS, Bivolt  Preta DF - 286113",697.0,73.0,IFAM 2021-020 - Espaço 4.0 - Itacoatiara (11279-8),Ana Carolina Góes Martins,Antônio Marcos Lima Xavier,Doado,1010.0,2022-10-10,2025-12-10,Termo de doação Contrato nº 002-2025
,,,,193400.73,,,,,,,,,
